第3章　木村武山コレクションにおける中国北方系青銅器（木村武山と中国美術コレクション）,2021-03,https://cir.nii.ac.jp/crid/1050010776440056192
第2章　木村武山コレクションにおける中国中原青銅器（木村武山と中国美術コレクション）,2021-03,https://cir.nii.ac.jp/crid/1050292251404962176
東アジアの金工品 : 学習院大学蔵林コレクション,2021-03,https://cir.nii.ac.jp/crid/1050573726355091712
第45回 失われた都市を求めて : 青銅器時代の商人と交易の記録から,2020-08,https://cir.nii.ac.jp/crid/1390853651603399296
004 第Ⅰ部 対照実験研究 ２．人工刻線の機能解明のための対照実験,2020-03-31,https://cir.nii.ac.jp/crid/1390010457642441600
008 第Ⅰ部 対照実験研究 ６．レプリカ法による東周時代楼空状青銅器紋様の実験鋳造試料の比較検討,2020-03-31,https://cir.nii.ac.jp/crid/1390291932619152768
002 研究の経緯と概要,2020-03-31,https://cir.nii.ac.jp/crid/1390291932642271104
010 第Ⅱ部 陶笵技術の実験考古学 ２．中国青铜器研究中的实验考古,2020-03-31,https://cir.nii.ac.jp/crid/1390573407662573312
003 第Ⅰ部 対照実験研究 １．楼空青銅器の製作技法解明のための対照実験,2020-03-31,https://cir.nii.ac.jp/crid/1390573407662574208
平原遺跡出土の異形金属器ー３号墓および表土採集金属器ー,2020-03-31,https://cir.nii.ac.jp/crid/1390853649708045696
古代中国の貨幣の起源,2020-03-20,https://cir.nii.ac.jp/crid/1390853649703726336
ギリシアのアルゴリスにおける後期青銅器時代IIIC期から原幾何学文様期にかけての埋葬資料,2020-03,https://cir.nii.ac.jp/crid/1050285299805915136
Museum of Far Eastern Antiquities（スウェーデン） 所蔵の殷周青銅器について―殷後期～西周前期における金文鋳造技法―,2020-03,https://cir.nii.ac.jp/crid/1050287939293343744
006  カザフスタン共和国国立博物館での考古学研修,2020-03,https://cir.nii.ac.jp/crid/1390290700445481088
熊本市八ノ坪遺跡と白藤遺跡出土の青銅器鋳型について : 3Ｄモデル製作と出土資料との比較検討,2020-03,https://cir.nii.ac.jp/crid/1390572174724707328
ブルガリア南東部の前期青銅器時代のスヴィレングラト・ブランティーテ遺跡から出土した土器の鉱物学的特徴,2020,https://cir.nii.ac.jp/crid/1391975831239927552
ブルガリア前期青銅器時代におけるテル型集落の土器胎土に関する学際的研究,2020,https://cir.nii.ac.jp/crid/1391975831239931392
馬利用に関する近年の研究動向,2019-10,https://cir.nii.ac.jp/crid/1390009224815046400
東周代燕國の東方進出,2019-09-30,https://cir.nii.ac.jp/crid/1390575185898317056
内蒙古涼城周辺の中国北方青銅器文化金属器（増補）,2019-03-31,https://cir.nii.ac.jp/crid/1050002213761039488
「平原から黒塚へ」に関する疑問ー平原鏡の観察結果からー,2019-03-31,https://cir.nii.ac.jp/crid/1390572174731324544
銘文からみた春秋戰國時代華中地域における青銅器生産 : 「作器者」銘の分析を中心に,2019-03-31,https://cir.nii.ac.jp/crid/1390853649530556800
《琱生三器》に見る書写水準,2019-03-05,https://cir.nii.ac.jp/crid/1050285299733163392
第九六回　東洋文化講座（二〇一八年一一月九日）古代中国のスタンプ紋様の鋳造方法（東洋文化講座・シリーズ「青銅器からみる古代東アジア」講演録）,2019-03,https://cir.nii.ac.jp/crid/1050006464315763456
第九七回　東洋文化講座（二〇一八年一一月三〇日）多様なる青銅器文化―形成期の「中国」的世界とその周辺―（東洋文化講座・シリーズ「青銅器からみる古代東アジア」講演録）,2019-03,https://cir.nii.ac.jp/crid/1050006464316184064
第九八回　東洋文化講座（二〇一八年一二月一二日）青銅器と石器―文化財の化学分析からわかること―（東洋文化講座・シリーズ「青銅器からみる古代東アジア」講演録）,2019-03,https://cir.nii.ac.jp/crid/1050287939292473856
大分市岩屋遺跡出土の細形銅戈と住吉神社所蔵細形銅戈の同笵関係について : ３D計測と３Dモデル製作による細部の検討,2019-03,https://cir.nii.ac.jp/crid/1390853649352644608
中央アジア初期農耕牧畜民の環境と文化集団,2019,https://cir.nii.ac.jp/crid/1390564227317263232
〈講演会『弥生・古墳集落とモノ作り』記録2〉京都盆地・淀川流域の弥生 : 古墳時代金属器生産,2018-12-31,https://cir.nii.ac.jp/crid/1390853649846409600
<書評>鈴木舞著『殷代靑銅器の生產體制 --靑銅器と銘文の製作からみる工房分業--』,2018-09-30,https://cir.nii.ac.jp/crid/1390290701084705280
弥生時代後期集落の消長よりみた古墳時代前期有力首長墓系譜出現の背景 : なぜそこに古墳は築かれたのか (第3部　倭の地域社会),2018-03-30,https://cir.nii.ac.jp/crid/1050001338053059200
モンゴル青銅器時代墓制の展開 : ヘレクスール文化の位置づけを中心に,2018-03-14,https://cir.nii.ac.jp/crid/1390572174803953792
熊本市八ノ坪遺跡出土の銅戈鋳型について,2018-03,https://cir.nii.ac.jp/crid/1050001338300402048
熊本市八ノ坪遺跡から採集した石製鋳型の検討,2018-03,https://cir.nii.ac.jp/crid/1050282813277115264
朝鮮半島青銅器時代における石製工具の確立と展開,2018-02-26,https://cir.nii.ac.jp/crid/1390574334778784896
福岡県春日市須玖タカウタ遺跡の青銅器鋳造技術,2017-11-25,https://cir.nii.ac.jp/crid/1390292859776402560
西アジアの都市と国家の形成 アナトリアの都市形成 中央アナトリア高原における前期～中期青銅器時代の様相,2017-11-01,https://cir.nii.ac.jp/crid/1390854882619662080
田辺天神山遺跡出土銅釦の調査報告,2017-06-30,https://cir.nii.ac.jp/crid/1390572174868798464
DOMESTIC FLAKE PRODUCTION TECHNOLOGY OF THE EARLY BRONZE AGE IN UPPER MESOPOTAMIA : TELL GHANEM AL-ALI (SYRIA) AND TELUL ETH-THALATHAT V (IRAQ),2017-03-31,https://cir.nii.ac.jp/crid/1050282812694349952
FEASTING WITH THE DEAD ON THE EUPHRATES：STABLE ISOTOPE ANALYSIS OF CARBONIZED RESIDUES ON EARLY BRONZE AGE CERAMICS FROM THE CEMETERY NEAR TELL GHANEM AL-‘ALI,2017-03-31,https://cir.nii.ac.jp/crid/1050564287671062400
"URBANISM, MATERIAL CULTURE AND SOIL OCCUPATION DURING THE MIDDLE BRONZE AGE IN THE MIDDLE EUPHRATES VALLEY",2017-03-31,https://cir.nii.ac.jp/crid/1050845762647772416
青銅器の炭素14年代測定の可能性と道成寺鐘巻銅鐸への適用,2017-03-31,https://cir.nii.ac.jp/crid/1390572174500737280
韓半島青銅器時代の性格に対する諸論議,2017-03-27,https://cir.nii.ac.jp/crid/1390853649748191616
セイマ・トルビノ青銅器群分布の背景 : ロストフカ墓地の分析から,2017-03-17,https://cir.nii.ac.jp/crid/1390009224844119808
神々の郷 : 弥生・古墳時代の出雲,2017-03-17,https://cir.nii.ac.jp/crid/1390853649774556032
磨製石剣からみた韓半島青銅器時代社会,2017-03-14,https://cir.nii.ac.jp/crid/1050282813462939648
力ザフ草原の「タンバル（タムガル）の岩絵」,2017-03-11,https://cir.nii.ac.jp/crid/1050282677920452352
農耕文化の形成と展開 青銅器時代における二重口縁土器の成立と地域性,2017-02-01,https://cir.nii.ac.jp/crid/1390291932687444992
青銅器時代ホルンフェルス製磨製石剣の産地推定,2016-11-26,https://cir.nii.ac.jp/crid/1390855809743136640
前期青銅器時代の上トラキア平野における縄目文土器の由来に関する一試論,2016-09-30,https://cir.nii.ac.jp/crid/1390845702293765504
竹内康浩著「关于燹公盨资料的问题(下)」,2016-06-30,https://cir.nii.ac.jp/crid/1050001337428287360
起源・年代・系譜 ロシア沿海地方の青銅器時代,2016-05-01,https://cir.nii.ac.jp/crid/1390010457644003968
起源・年代・系譜 遼寧青銅器文化,2016-05-01,https://cir.nii.ac.jp/crid/1390010457667108352
弥生時代中期の石製・土製の青銅器鋳型 福岡県春日市須玖タカウタ遺跡,2016-05-01,https://cir.nii.ac.jp/crid/1390291932620716928
春川中島環境集落 韓国最大の青銅器時代遺跡,2016-05-01,https://cir.nii.ac.jp/crid/1390291932666245760
起源・年代・系譜 韓半島の青銅器文化,2016-05-01,https://cir.nii.ac.jp/crid/1390291932687451648
生産と流通 黄河・長江流域の青銅器生産技術,2016-05-01,https://cir.nii.ac.jp/crid/1390573407597433600
東アジアの青銅器文化研究の現状と課題,2016-05-01,https://cir.nii.ac.jp/crid/1390573407597434368
生産と流通 東北アジアの青銅器生産技術 近年の出土資料について,2016-05-01,https://cir.nii.ac.jp/crid/1390573407620520320
起源・年代・系譜 東南アジアの青銅器文化,2016-05-01,https://cir.nii.ac.jp/crid/1390573407620521344
起源・年代・系譜 東アジア青銅器文化の潮流,2016-05-01,https://cir.nii.ac.jp/crid/1390573407620522240
起源・年代・系譜 日本列島の初期青銅器文化,2016-05-01,https://cir.nii.ac.jp/crid/1390573407642959488
起源・年代・系譜 内蒙古・長城地帯の青銅器文化,2016-05-01,https://cir.nii.ac.jp/crid/1390854882619673600
儀礼と墓 韓半島の青銅器副葬,2016-05-01,https://cir.nii.ac.jp/crid/1390854882619675648
起源・年代・系譜 中原青銅器文化の展開,2016-05-01,https://cir.nii.ac.jp/crid/1390854882619676288
起源・年代・系譜 東北アジア青銅器時代の年代,2016-05-01,https://cir.nii.ac.jp/crid/1390854882619677056
韓国青銅器時代支石墓の葬送儀礼,2016-03-31,https://cir.nii.ac.jp/crid/1390011340295213312
朝鮮半島東海岸地域青銅器時代墳墓の変遷,2016-03-25,https://cir.nii.ac.jp/crid/1390009224818144768
韓半島沖積平野における青銅器時代集落遺跡の立地,2016-03-20,https://cir.nii.ac.jp/crid/1390572174861399936
韓半島沖積平野における青銅器時代集落遺跡の立地,2016-03-20,https://cir.nii.ac.jp/crid/1390574290246771712
モンゴル高原における青銅器時代板石墓の変遷と展開,2016-03-18,https://cir.nii.ac.jp/crid/1390572174796915328
中国西周時代昭王期の青銅器考 : 書籍別断代比較を中心に,2016,https://cir.nii.ac.jp/crid/1050564288337766784
青銅器から風力発電まで 自然とかかわる神話の地「出雲」,2016,https://cir.nii.ac.jp/crid/1390564237987591168
平成27年度九州考古学会総会研究発表要旨 鳥栖市藤木遺跡出土の青銅器鋳型について,2015-11-28,https://cir.nii.ac.jp/crid/1390292859777053696
韓半島南部地域青銅器～三韓時代における環濠遺跡の変化と性格,2015-03-31,https://cir.nii.ac.jp/crid/1390572174043245568
朝鮮半島青銅器時代における玉の出現と展開 早期～前期を中心に,2015-03-31,https://cir.nii.ac.jp/crid/1390855765233001472
朝鮮半島青銅器時代の装飾石剣に対する検討,2015-03-25,https://cir.nii.ac.jp/crid/1390853649748275968
<研究ノート>イラン高原におけるラピスラズリ交易 : 後期銅石器時代から前期青銅器時代にかけて,2015-03,https://cir.nii.ac.jp/crid/1050282677537363072
中国北方青銅器の諸相―オルドス地域出土品の検討から―,2015-03,https://cir.nii.ac.jp/crid/1050282813407095808
朝鮮半島青銅器時代における玉の出現と展開 -早期~前期を中心に-【翻訳】,2015-03,https://cir.nii.ac.jp/crid/1573105977634460928
遺跡周辺における高精細地形情報の取得と解析,2015,https://cir.nii.ac.jp/crid/1390282680672250368
スズ同位体を用いた青銅器の産地推定の可能性,2015,https://cir.nii.ac.jp/crid/1390282680712645248
脱穀・風選実験と現生果実の形態比較に基づく アワ土器圧痕の母集団の推定,2015,https://cir.nii.ac.jp/crid/1390287373996602368
書評 角道亮介著 西周王朝とその青銅器,2014-11-01,https://cir.nii.ac.jp/crid/1390010457667118848
韓国櫛文土器文化の土器圧痕と初期農耕,2014-07-31,https://cir.nii.ac.jp/crid/1390009224089266432
研究発表要旨ポスターセッション 武器形青銅器のライフサイクルの復元実験研究,2014-05-17,https://cir.nii.ac.jp/crid/1390292815270825088
「新石器」弥生時代から「金属器」弥生時代へ 中欧の青銅器・鉄器時代黎明期と金属器を持つ弥生文化との類似点と相違点,2014-05-01,https://cir.nii.ac.jp/crid/1390010457644019840
柳沢の青銅器埋納坑学習,2014-03-31,https://cir.nii.ac.jp/crid/1390292815263942144
金属製品（RM）について,2014-03-31,https://cir.nii.ac.jp/crid/1390297769570897408
銅生産拠点後背地の土地利用形態 ヨルダン南部ショウバック北地域における前期青銅器文化の変遷,2014-03-31,https://cir.nii.ac.jp/crid/1390573407619918336
116 keV の高エネルギー放射光を用いた蛍光X線分析による古代ガラスの非破壊重元素分析法の開発,2014-03-31,https://cir.nii.ac.jp/crid/1390860697482474752
日韓における穀物農耕の起源 論考編 朝鮮半島南部新石器・青銅器時代集落の特徴,2014-03-26,https://cir.nii.ac.jp/crid/1390290701975095808
日韓における穀物農耕の起源 論考編 朝鮮半島新石器・青銅器時代の農耕関連遺跡,2014-03-26,https://cir.nii.ac.jp/crid/1390290701975098752
日韓における穀物農耕の起源 植物圧痕分析（韓国編） 韓国金泉松竹里遺跡における青銅器時代の植物圧痕,2014-03-26,https://cir.nii.ac.jp/crid/1390290701977401216
日韓における穀物農耕の起源 植物圧痕分析（韓国編） 韓国燕岐大平里遺跡C地点における青銅器時代の植物圧痕,2014-03-26,https://cir.nii.ac.jp/crid/1390572176954107392
日韓における穀物農耕の起源 植物圧痕分析（韓国編） 韓国燕岐大平里遺跡B地点における青銅器時代の植物圧痕,2014-03-26,https://cir.nii.ac.jp/crid/1390853651930880384
日韓における穀物農耕の起源 論考編 韓国新石器時代・青銅器時代の農耕関連石器の使用痕分析,2014-03-26,https://cir.nii.ac.jp/crid/1390853651930881792
同銘同器形群における金文書法考Ⅰ(鬲編),2014-03-20,https://cir.nii.ac.jp/crid/1050282812826583168
二里頭類型第4期の青銅器と二里岡下層文化の青銅器,2014-03,https://cir.nii.ac.jp/crid/1050845763168676864
大陸文物の受容と形式的変化をめぐる考察,2014-02-28,https://cir.nii.ac.jp/crid/1050288547192205440
ユーラシア東部における青銅器文化 : 弥生青銅器の起源をめぐって,2014-02-28,https://cir.nii.ac.jp/crid/1390009224089258496
弥生青銅器祭祀の展開と特質,2014-02-28,https://cir.nii.ac.jp/crid/1390009224089259008
青銅器総合研究会の設立,2014-02-28,https://cir.nii.ac.jp/crid/1390009225511061248
弥生鉄史観の見直し,2014-02-28,https://cir.nii.ac.jp/crid/1390290699065969152
韓半島の初期青銅器文化と初期弥生文化 : 突帯文土器と集落を中心に,2014-02-28,https://cir.nii.ac.jp/crid/1390572174042673280
小竹貝塚1号人骨と縄文時代中・後・晩期　近隣諸地域集団との関係,2014,https://cir.nii.ac.jp/crid/1390001204470848128
"青銅器の出土地域から見る殷周期の氏族間関係 : 図象銘に関する整理と考察(研究発表,東洋史部会,第一一一回史学会大会報告)",2014,https://cir.nii.ac.jp/crid/1390282680111594624
ブルガリア前期青銅器時代における縄目文土器の変遷,2014,https://cir.nii.ac.jp/crid/1390282680320008448
Cypriot Pottery in Shimonoseki City Art Museum,2013-12-16,https://cir.nii.ac.jp/crid/1050569148793770752
二〇一二年度修士論文要旨 ; 二〇一二年度卒業論文題目,2013-09,https://cir.nii.ac.jp/crid/1050845763879883136
二〇一二年度修士論文要旨 ; 二〇一二年度卒業論文題目,2013-09,https://cir.nii.ac.jp/crid/1572261552541380096
書評 田尻義了著 弥生時代の青銅器生産体制,2013-05-01,https://cir.nii.ac.jp/crid/1390010457644032512
韓国青銅器時代集落の炭素14年代測定,2013-03-01,https://cir.nii.ac.jp/crid/1050282677701549056
韓国青銅器時代集落の炭素14年代測定,2013-03-01,https://cir.nii.ac.jp/crid/1571135652781124864
オマーン内陸部ワディ・アル＝カビール盆地の考古地理,2013,https://cir.nii.ac.jp/crid/1390001205696552704
鋳造の歴史,2013,https://cir.nii.ac.jp/crid/1390282681486720128
栗林期の弥生社会 青銅器が集まる地,2012-10-23,https://cir.nii.ac.jp/crid/1390855765218198400
前期青銅器時代パレスティナ地域における土器製作技術の変遷 : 生産関連遺構・遺物と調整痕から,2012-09-25,https://cir.nii.ac.jp/crid/1050001202490852096
初期青銅器時代エーゲ海の瓦と社会 レルナの「瓦屋根の館」を中心として,2012-09-19,https://cir.nii.ac.jp/crid/1390011384838419200
024 宗像市田熊石畑遺跡出土武器型青銅器の保存処理,2012-06-29,https://cir.nii.ac.jp/crid/1390009225469965184
羅針盤：今は創業以来の忙しさです：小岩井　修二　コイワイ　専務取締役,2012-05,https://cir.nii.ac.jp/crid/1520572357198598912
青銅器祭祀のひろがり,2012-03-23,https://cir.nii.ac.jp/crid/1390290700442255744
栗林式土器の編年・系譜と青銅器文化の受容,2012-03-23,https://cir.nii.ac.jp/crid/1390853650395680128
ベトナムの考古文化(6) 青銅器時代初期(フングエン文化),2012-03-01,https://cir.nii.ac.jp/crid/1050001202931165312
1306年から1945年までにおけるトゥアティエン・フエの手工業,2012-03-01,https://cir.nii.ac.jp/crid/1050282677887879680
青銅器時代におけるアナトリア地域の放射性炭素年代測定,2012-03,https://cir.nii.ac.jp/crid/1390853649334757376
シリア前期青銅器時代のテル・ガーネム・アル・アリ遺跡におけるステップ利用の拡大,2012-02-26,https://cir.nii.ac.jp/crid/1050001202458814464
スズ同位体比による青銅器のリサイクル使用の検証,2012,https://cir.nii.ac.jp/crid/1390001205731904000
"アジアの高錫青銅器 : 鋳造・鍛造・熱処理技術について(公開講演・研究発表要旨,2011(平成23)年度内陸アジア史学会大会記事,彙報)",2012,https://cir.nii.ac.jp/crid/1390001205834770048
弥生時代の生活 金属器 栗林期の青銅器,2011-11-21,https://cir.nii.ac.jp/crid/1390574290264317696
朝鮮半島青銅器時代墓制研究の動向と課題,2011-05-28,https://cir.nii.ac.jp/crid/1390573407598727424
銅鐸・武器形青銅器の埋納状態に関する一考察,2011-03-30,https://cir.nii.ac.jp/crid/1050007072221296384
唐古・鍵遺跡出土の青銅器鋳造関連遺物（補遺）,2011-03-30,https://cir.nii.ac.jp/crid/1390011881957036416
博物館における青銅鏡作り体験の実際的方法2 三珠大塚古墳出土六鈴鏡の復元と青銅器製作体験プログラムの導入について,2011-03-25,https://cir.nii.ac.jp/crid/1390853650396440832
襄樊博物館所蔵楚国青銅器珍品二件――楚文化淵源探索の新資料――,2011-03-23,https://cir.nii.ac.jp/crid/1050004953570149760
沖ノ島出土銅矛と青銅器祭祀,2011-03,https://cir.nii.ac.jp/crid/1390290700447459968
弥生時代開始年代再考Ⅱ : 青銅器年代論から見た,2011-03,https://cir.nii.ac.jp/crid/1390853649768200576
佐賀県中原遺跡青銅器鋳型の実態,2011-02-26,https://cir.nii.ac.jp/crid/1390855809742707072
書評 寺沢薫著 弥生時代政治史研究 青銅器のマツリと政治社会,2011-02-01,https://cir.nii.ac.jp/crid/1390291932643863040
naksatra-「月宿」の成立,2011,https://cir.nii.ac.jp/crid/1390001205380611456
西周金文における字体の多様化について,2011,https://cir.nii.ac.jp/crid/1390282680314735488
青銅器時代研究の新潮流 近年の無文土器研究からみた弥生早期,2010-11-01,https://cir.nii.ac.jp/crid/1390010457644056832
初期鉄器・原三国時代研究の新潮流 韓半島における倭系青銅器,2010-11-01,https://cir.nii.ac.jp/crid/1390573407620572672
青銅器時代研究の新潮流 韓半島の青銅器研究と弥生時代青銅器,2010-11-01,https://cir.nii.ac.jp/crid/1390573407620575232
青銅器時代研究の新潮流 段階編年と重複編年 朝鮮半島南部青銅器時代前期における編年の秩序,2010-11-01,https://cir.nii.ac.jp/crid/1390854882597283328
日本情報考古学会第26回大会発表要旨 オマーン・バート青銅器時代遺跡群における迅速・簡便・低コストな写真測量調査,2010-10-10,https://cir.nii.ac.jp/crid/1390855809742397440
弥生時代小型青銅利器論 山口県井ノ山遺跡出土青銅器から,2010-07-31,https://cir.nii.ac.jp/crid/1390291932645793920
中国東北地区における青銅器時代の石製玉類,2010-03-31,https://cir.nii.ac.jp/crid/1390573407619936000
小野原遺跡群出土のガラス製品,2010-03-31,https://cir.nii.ac.jp/crid/1390853651581025792
中世における倣古青銅器の移入と流通　：　東アジアと日本の出土遺物の検討,2010-03-30,https://cir.nii.ac.jp/crid/1050850788630054656
当顱の系譜,2010-03-30,https://cir.nii.ac.jp/crid/1390009224089631488
中国から見た白川文字学 ─白冰著『青銅器銘文研究―白川静金文学著作的成就与疏失』 について─,2010-03,https://cir.nii.ac.jp/crid/1390290699792613120
中国川西高原・洱海系青銅器の変遷,2010-03-01,https://cir.nii.ac.jp/crid/1390290699813442048
名古屋大学タンデトロンAMS ^<14>C システムの現状と利用(2009),2010-03,https://cir.nii.ac.jp/crid/1390572174358017792
中国戦国時期青銅器銘文の史料化に関する一試論 : 三晋紀年銅器銘文の字形分析を中心に,2010,https://cir.nii.ac.jp/crid/1050845762943145088
"エーゲ海青銅器時代終末期の編年に関する一考察 : 前一三世紀末から前一二世紀初頭の土器の検討から(研究発表,西洋史部会,第一〇七回史学会大会報告)",2010,https://cir.nii.ac.jp/crid/1390001205137421440
ベトナム北部，紅河デルタ平野における完新世中期の自然堤防と放棄河道,2010,https://cir.nii.ac.jp/crid/1390001205693884928
スズ同位体分析法の開発とその考古学的応用,2010,https://cir.nii.ac.jp/crid/1390001205732252288
西周青銅器とその銘文研究　―裘衛盉を中心に―,2010,https://cir.nii.ac.jp/crid/1390009224760362112
シリア中部，ビシュリ山系北麓青銅器時代ケルン墓群出土の石製・ファイアンス製ビーズの年代について,2010,https://cir.nii.ac.jp/crid/1390282680319168256
クローズアップ　根津美術館：３つの切妻屋根を連ね表参道になじませる：根津美術館設計：隈研吾建築都市設計事務所,2009-10-26,https://cir.nii.ac.jp/crid/1520853833945826688
山陰地方の青銅器をめぐって,2009-09-30,https://cir.nii.ac.jp/crid/1050288547183234688
新疆、長城地帯の初期青銅器 中央ユーラシア後期青銅器時代との対比から,2009-09-05,https://cir.nii.ac.jp/crid/1390574334791478016
大量の武器形青銅器を保有 福岡県宗像市田熊石畑遺跡,2009-08-01,https://cir.nii.ac.jp/crid/1390291932687631360
共同研究プロジェクト「近年出土殷周時代青銅器銘文考釈」報告の一 射漁礼関係金文考釈,2009-03-31,https://cir.nii.ac.jp/crid/1050282813274272768
考古学から見た夫余と沃沮,2009-03-31,https://cir.nii.ac.jp/crid/1390009224089608960
三韓と倭の交流 : 海村の視点から,2009-03-31,https://cir.nii.ac.jp/crid/1390853649019741568
弥生時代における生産と権力とイデオロギー（第2部 古代・中世イデオロギーの研究）,2009-03-31,https://cir.nii.ac.jp/crid/1390853649019743744
名古屋市博物館青銅器資料紹介1 四区袈裟襷文銅鐸,2009-03-31,https://cir.nii.ac.jp/crid/1390855765226584832
戦国文字・戦国史研究の新展開 : 殷周金文集成 (修訂増補本) の出版と上海博物館所蔵青銅兵器の調査をふまえて,2009-03-28,https://cir.nii.ac.jp/crid/1050001202932004480
【書評論文】佐原真『祭りのカネ銅鐸』講談社 1996年,2009-03-20,https://cir.nii.ac.jp/crid/1050288547188337536
弥生青銅器祭祀の起源と遼寧青銅器文化,2009-03,https://cir.nii.ac.jp/crid/1390858397090653696
西周青銅器とその銘文研究 ～新出土の宰獣簋を中心に～,2009,https://cir.nii.ac.jp/crid/1390853649690485120
